"","Rented.Bike.Count","Hour","Temperature..C.","Humidity...","Wind.speed..m.s.","Visibility..10m.","Dew.point.temperature..C.","Solar.Radiation..MJ.m2.","Rainfall.mm.","Snowfall..cm.","Seasons","Holiday","Functioning.Day"
"3997",59,12,22.9,87,4,1497,20.6,0.22,0,0,"2","0","1"
"3999",248,14,22,96,2.9,1327,21.3,0.39,0,0,"2","0","1"
"4000",240,15,22,96,2.9,313,21.3,0.2,0,0,"2","0","1"
"4001",223,16,21.8,97,1.8,206,21.2,0.18,0,0,"2","0","1"
"4002",304,17,21.9,97,3.2,207,21.3,0.14,0.5,0,"2","0","1"
"4003",562,18,21.9,97,2.1,191,21.3,0.08,0,0,"2","0","1"
"4004",404,19,21.9,97,2.2,196,21.3,0.01,0,0,"2","0","1"
"4005",338,20,21.8,97,2.2,156,21.2,0,0.5,0,"2","0","1"
"4006",398,21,21.8,97,1.3,160,21.2,0,0.5,0,"2","0","1"
"4007",399,22,21.9,97,1.5,164,21.3,0,0,0,"2","0","1"
"4008",225,23,22,97,0.9,158,21.4,0,0,0,"2","0","1"
"4009",118,0,22,97,1.6,152,21.4,0,0.5,0,"2","0","1"
"4010",144,1,22,97,2.1,192,21.4,0,0.5,0,"2","0","1"
"4011",78,2,21.8,97,1.3,175,21.2,0,1,0,"2","0","1"
"4012",38,3,21.8,98,0.6,113,21.4,0,2.5,0,"2","0","1"
"4014",54,5,18.8,97,0.9,1927,18.3,0,0,0,"2","0","1"
"4015",69,6,18.9,98,0.3,338,18.5,0,0,0,"2","0","1"
"4016",80,7,19.1,98,0.3,125,18.7,0,0,0,"2","0","1"
"4018",28,9,19.7,98,0.5,659,19.3,0.05,10,0,"2","0","1"
"4019",141,10,20.1,98,1.2,885,19.7,0.13,2,0,"2","0","1"
"4020",182,11,20.4,98,0.9,300,20,0.25,2.5,0,"2","0","1"
"4021",467,12,21.7,96,0.8,1773,21,0.81,1.5,0,"2","0","1"
"4022",592,13,23.4,83,1.7,1944,20.3,1.5,0,0,"2","0","1"
"4023",352,14,23.4,81,0.6,1921,19.9,0.5,0,0,"2","0","1"
"4024",186,15,22.8,95,1.6,294,21.9,0.11,0.5,0,"2","0","1"
"4025",102,16,22.9,95,0.4,385,22,0.31,0,0,"2","0","1"
"4026",131,17,22.7,96,0.4,249,22,0.11,2.5,0,"2","0","1"
"4027",431,18,22.6,97,1.1,304,22,0.07,1.5,0,"2","0","1"
"4028",29,19,22.3,96,2.6,191,21.6,0,0,0,"2","0","1"
"4030",18,21,20.5,97,1.1,726,20,0,4,0,"2","0","1"
"4031",26,22,20.2,98,0.5,468,19.8,0,6,0,"2","0","1"
"4032",35,23,20,98,1.8,589,19.6,0,2.5,0,"2","0","1"
"4033",129,0,19.3,97,1.8,523,18.8,0,1,0,"2","0","1"
"4034",116,1,19,97,1.5,278,18.5,0,1,0,"2","0","1"
"4035",48,2,18.8,98,1.5,237,18.4,0,0.5,0,"2","0","1"
"4036",47,3,18.3,98,1.6,320,17.9,0,2,0,"2","0","1"
"4037",22,4,18.1,98,1.7,223,17.7,0,1,0,"2","0","1"
"4038",29,5,17.8,98,1,457,17.4,0,0.5,0,"2","0","1"
"4039",77,6,17.4,98,0.3,234,17,0,0,0,"2","0","1"
"4040",210,7,16.6,98,0.6,219,16.2,0.01,0.5,0,"2","0","1"
"4041",400,8,16.4,98,0.3,514,16,0.11,0,0,"2","0","1"
"4042",427,9,16.6,98,0.6,301,16.2,0.18,0.5,0,"2","0","1"
"4043",454,10,16.3,97,1,693,15.8,0.37,0,0,"2","0","1"
"4044",352,11,16.6,96,0.7,539,15.9,0.41,0,0,"2","0","1"
"4045",185,12,16.6,96,0.8,430,15.9,0.34,0,0,"2","0","1"
"4046",509,13,16.7,93,1,1373,15.5,0.72,0.5,0,"2","0","1"
"4047",697,14,16.7,88,1.5,1760,14.6,0.72,0,0,"2","0","1"
"4048",906,15,16.7,85,1.2,2000,14.1,0.49,0,0,"2","0","1"
"4049",1182,16,17,82,1.9,2000,13.8,0.84,0,0,"2","0","1"
"4050",1551,17,17.2,81,1.2,2000,13.9,0.57,0,0,"2","0","1"
"4051",2261,18,17.5,79,1.5,2000,13.8,0.57,0,0,"2","0","1"
"4052",1751,19,17,76,1.5,2000,12.7,0.29,0,0,"2","0","1"
"4053",1386,20,16.2,76,2.1,2000,11.9,0.02,0,0,"2","0","1"
"4054",1263,21,15.3,73,2.3,2000,10.4,0,0,0,"2","0","1"
"4055",1221,22,14.2,73,1.9,2000,9.4,0,0,0,"2","0","1"
"4056",864,23,13.2,68,1.8,2000,7.4,0,0,0,"2","0","1"
"4057",689,0,12.2,67,1.2,2000,6.2,0,0,0,"2","0","1"
"4058",676,1,11.4,74,1.3,2000,6.9,0,0,0,"2","0","1"
"4059",526,2,11.1,74,1.9,2000,6.6,0,0,0,"2","0","1"
"4060",320,3,10.7,73,1.3,2000,6,0,0,0,"2","0","1"
"4061",213,4,10.5,73,1.2,2000,5.8,0,0,0,"2","0","1"
"4062",198,5,10.4,71,1.1,2000,5.3,0,0,0,"2","0","1"
"4063",234,6,10.5,70,1,2000,5.2,0.03,0,0,"2","0","1"
"4065",766,8,13.7,57,1.4,2000,5.3,1.28,0,0,"2","0","1"
"4066",932,9,15.7,49,1.6,2000,5,2,0,0,"2","0","1"
"4067",1051,10,17.2,45,2.1,2000,5.1,2.61,0,0,"2","0","1"
"4068",1290,11,19,44,1.4,2000,6.4,3.12,0,0,"2","0","1"
"4069",1573,12,20.5,42,2.1,2000,7.1,3.42,0,0,"2","0","1"
"4070",1865,13,21.9,39,2,2000,7.3,3.52,0,0,"2","0","1"
"4071",2128,14,22.8,39,2.6,1983,8.1,3.39,0,0,"2","0","1"
"4072",2268,15,23.9,37,1.6,2000,8.3,3.07,0,0,"2","0","1"
"4073",2479,16,24.5,34,1.5,2000,7.5,2.54,0,0,"2","0","1"
"4074",2355,17,24.5,35,1.8,1927,8,1.93,0,0,"2","0","1"
"4075",2439,18,24,34,1.7,2000,7.1,1.22,0,0,"2","0","1"
"4076",2140,19,22.6,34,1.5,2000,5.9,0.51,0,0,"2","0","1"
"4077",1872,20,20.9,34,1.4,2000,4.4,0.03,0,0,"2","0","1"
"4078",1780,21,19.5,34,1.3,2000,3.2,0,0,0,"2","0","1"
"4079",1595,22,18.4,34,1.2,2000,2.2,0,0,0,"2","0","1"
"4080",1169,23,17.1,37,1.3,2000,2.2,0,0,0,"2","0","1"
"4081",986,0,15.8,41,1.2,2000,2.5,0,0,0,"2","0","1"
"4082",713,1,14.7,43,1.2,2000,2.2,0,0,0,"2","0","1"
"4083",473,2,13.9,43,0.9,2000,1.5,0,0,0,"2","0","1"
"4084",347,3,13.5,41,1,2000,0.4,0,0,0,"2","0","1"
"4085",205,4,12.8,44,0.8,2000,0.8,0,0,0,"2","0","1"
"4086",160,5,12.1,47,1.6,2000,1.1,0,0,0,"2","0","1"
"4087",190,6,11.6,46,0.8,2000,0.3,0.05,0,0,"2","0","1"
"4088",341,7,12.3,43,0.6,2000,0,0.3,0,0,"2","0","1"
"4089",524,8,14.1,38,1,2000,0,0.72,0,0,"2","0","1"
"4090",676,9,16,34,1.3,2000,0.1,1,0,0,"2","0","1"
"4091",899,10,17,37,1.4,2000,2.1,0.94,0,0,"2","0","1"
"4092",1013,11,18.7,30,1.9,2000,0.7,1.66,0,0,"2","0","1"
"4093",1313,12,18.8,31,1.2,2000,1.2,0.92,0,0,"2","0","1"
"4094",1559,13,19.9,33,1.4,2000,3.1,1.28,0,0,"2","0","1"
"4095",1680,14,20.3,30,1.8,2000,2.1,1.01,0,0,"2","0","1"
"4096",1999,15,21,28,1.7,2000,1.7,1.16,0,0,"2","0","1"
"4097",2143,16,22.2,23,2.2,2000,0,1.66,0,0,"2","0","1"
"4098",2310,17,22.4,23,2.4,2000,0.2,1.89,0,0,"2","0","1"
"4099",2403,18,22.2,22,1.8,2000,-0.5,1.25,0,0,"2","0","1"
"4100",2145,19,20.8,24,2,2000,-0.5,0.56,0,0,"2","0","1"
"4101",1846,20,19,26,1.5,2000,-0.9,0.02,0,0,"2","0","1"
"4102",1636,21,17.8,26,1.3,2000,-1.9,0,0,0,"2","0","1"
"4103",1325,22,16.8,29,1.2,2000,-1.3,0,0,0,"2","0","1"
"4104",943,23,15.8,30,1.1,2000,-1.7,0,0,0,"2","0","1"
"4105",666,0,15.3,29,1.3,2000,-2.6,0,0,0,"2","0","1"
"4106",420,1,14.5,31,1.1,2000,-2.4,0,0,0,"2","0","1"
"4113",1785,8,15.3,30,1.3,2000,-2.2,1.3,0,0,"2","0","1"
"4114",1118,9,17.7,27,1.3,2000,-1.5,2.02,0,0,"2","0","1"
"4115",962,10,19.3,27,1.4,2000,-0.1,2.63,0,0,"2","0","1"
"4116",1129,11,20.9,27,1.7,2000,1.1,3.11,0,0,"2","0","1"
"4117",1373,12,21.8,31,2.1,2000,3.9,3.39,0,0,"2","0","1"
"4118",1456,13,22.8,31,1.9,1923,4.7,3.49,0,0,"2","0","1"
"4119",1483,14,23.4,36,2.8,1947,7.4,3.11,0,0,"2","0","1"
"4120",1612,15,23.3,38,1.5,1963,8.1,2.13,0,0,"2","0","1"
"4121",1820,16,22.7,42,1.9,2000,9.1,1.13,0,0,"2","0","1"
"4122",2214,17,22.2,45,2.4,2000,9.6,0.83,0,0,"2","0","1"
"4124",2450,19,19.5,56,1.6,1600,10.4,0.29,0,0,"2","0","1"
"4125",2167,20,18.4,59,2.6,1476,10.2,0.04,0,0,"2","0","1"
"4126",2065,21,17.7,63,0.5,1324,10.5,0,0,0,"2","0","1"
"4127",1832,22,16.9,65,0.3,1281,10.2,0,0,0,"2","0","1"
"4128",1273,23,16.3,70,0.7,1293,10.8,0,0,0,"2","0","1"
"4129",957,0,16,71,0.5,1299,10.7,0,0,0,"2","1","1"
"4130",810,1,15.9,71,1.1,1312,10.6,0,0,0,"2","1","1"
"4131",590,2,15.7,74,1,1313,11,0,0,0,"2","1","1"
"4136",443,7,16.3,69,0.7,1750,10.5,0.34,0,0,"2","1","1"
"4137",694,8,18.2,63,0.8,1731,11,1,0,0,"2","1","1"
"4138",912,9,19.3,62,0.8,1894,11.8,1.14,0,0,"2","1","1"
"4139",1119,10,20.7,55,1.8,1698,11.3,1.43,0,0,"2","1","1"
"4140",1438,11,21.9,55,1.4,1820,12.4,1.87,0,0,"2","1","1"
"4141",1798,12,22.9,51,1.1,1591,12.2,1.8,0,0,"2","1","1"
"4142",2000,13,22.7,52,1,1399,12.3,0.94,0,0,"2","1","1"
"4143",1407,14,22.8,53,1.4,1630,12.7,0.98,0,0,"2","1","1"
"4144",163,15,21.1,72,2.7,663,15.8,0.31,0.1,0,"2","1","1"
"4145",86,16,19.5,80,1.2,553,15.9,0.53,0.4,0,"2","1","1"
"4146",50,17,18.6,84,1.8,499,15.8,0.28,1,0,"2","1","1"
"4147",30,18,17.9,93,1.2,258,16.7,0.13,2,0,"2","1","1"
"4148",45,19,17.6,93,0.3,331,16.4,0.06,1.5,0,"2","1","1"
"4149",30,20,17.2,85,1.4,467,14.6,0,0.5,0,"2","1","1"
"4150",58,21,17,85,1.1,597,14.4,0,0.5,0,"2","1","1"
"4151",29,22,16.8,87,0.6,447,14.6,0,0.5,0,"2","1","1"
"4152",18,23,16.3,96,1.1,198,15.6,0,2.5,0,"2","1","1"
"4153",32,0,15.8,97,2.4,181,15.3,0,3.5,0,"2","0","1"
"4154",25,1,15.3,97,3.2,178,14.8,0,3,0,"2","0","1"
"4155",34,2,15,97,2.5,236,14.5,0,3,0,"2","0","1"
"4156",43,3,14.9,96,2.2,636,14.2,0,0.5,0,"2","0","1"
"4157",59,4,15,97,1.4,1827,14.5,0,0,0,"2","0","1"
"4158",152,5,14.6,87,2.2,2000,12.4,0,0,0,"2","0","1"
"4159",436,6,13.9,83,3.2,2000,11,0.04,0,0,"2","0","1"
"4160",1241,7,13.6,75,1.6,1987,9.2,0.47,0,0,"2","0","1"
"4161",2035,8,14.6,70,3.1,2000,9.1,1.28,0,0,"2","0","1"
"4162",1125,9,16,60,1.9,1992,8.2,1.98,0,0,"2","0","1"
"4163",871,10,17.9,56,3.3,1919,8.9,2.63,0,0,"2","0","1"
"4164",1012,11,18.9,42,3.8,2000,5.6,3.13,0,0,"2","0","1"
"4165",1216,12,20.1,37,4,1910,4.9,3.44,0,0,"2","0","1"
"4166",1167,13,20.9,33,3.9,1853,4,3.52,0,0,"2","0","1"
"4167",1183,14,22,33,3.4,1966,4.9,3.41,0,0,"2","0","1"
"4168",1332,15,23,29,2.9,1876,3.9,3.11,0,0,"2","0","1"
"4169",1563,16,23,33,4.2,1880,5.8,2.57,0,0,"2","0","1"
"4170",2069,17,22.4,39,3.2,1943,7.7,1.9,0,0,"2","0","1"
"4172",2454,19,18.8,52,3.4,2000,8.7,0.49,0,0,"2","0","1"
"4173",2001,20,16.7,61,1.9,2000,9.1,0.05,0,0,"2","0","1"
"4174",1833,21,15.4,61,1.1,1959,7.9,0,0,0,"2","0","1"
"4175",1588,22,14.8,59,1,1740,6.8,0,0,0,"2","0","1"
"4176",1080,23,14.6,54,1.5,1596,5.3,0,0,0,"2","0","1"
"4177",778,0,13.7,51,1.3,1651,3.7,0,0,0,"2","0","1"
"4178",578,1,12.9,62,0.6,1557,5.7,0,0,0,"2","0","1"
"4179",385,2,12.5,54,0.7,1500,3.4,0,0,0,"2","0","1"
"4180",265,3,12.1,64,0.8,1538,5.4,0,0,0,"2","0","1"
"4181",161,4,11.7,64,1.6,1578,5.1,0,0,0,"2","0","1"
"4182",205,5,11.3,64,1.2,1634,4.7,0,0,0,"2","0","1"
"4183",530,6,11.4,67,1,1600,5.4,0.04,0,0,"2","0","1"
"4184",1390,7,12.5,61,1.3,1818,5.1,0.42,0,0,"2","0","1"
"4185",2081,8,15.2,50,1.6,1530,4.8,1.1,0,0,"2","0","1"
"4186",1226,9,17.6,30,1.1,1531,0,1.79,0,0,"2","0","1"
"4187",880,10,19.9,27,2.7,1775,0.3,2.44,0,0,"2","0","1"
"4188",922,11,21.5,30,2.9,1779,3.1,2.92,0,0,"2","0","1"
"4190",1078,13,23.3,35,3.7,1874,6.9,3.28,0,0,"2","0","1"
"4191",1059,14,23.2,36,4.9,1597,7.2,3.18,0,0,"2","0","1"
"4192",1174,15,23.5,36,3.2,1786,7.5,2.91,0,0,"2","0","1"
"4193",1455,16,23.5,36,4,1763,7.5,2.42,0,0,"2","0","1"
"4194",1863,17,23.4,38,2.7,1885,8.2,1.76,0,0,"2","0","1"
"4196",2334,19,21.1,44,2.6,1512,8.3,0.41,0,0,"2","0","1"
"4197",1902,20,20,46,2.6,1414,8,0.05,0,0,"2","0","1"
"4198",1838,21,19.3,50,1.7,1381,8.6,0,0,0,"2","0","1"
"4199",1678,22,18.6,54,2.3,1328,9,0,0,0,"2","0","1"
"4200",1087,23,18.1,56,1.6,1095,9.1,0,0,0,"2","0","1"
"4201",831,0,17.6,57,1.8,943,8.9,0,0,0,"2","0","1"
"4202",610,1,16.9,61,1,844,9.3,0,0,0,"2","0","1"
"4203",437,2,16.1,70,0.6,787,10.6,0,0,0,"2","0","1"
"4204",286,3,15.4,71,0.5,780,10.1,0,0,0,"2","0","1"
"4205",188,4,14.8,71,0.4,700,9.5,0,0,0,"2","0","1"
"4206",201,5,14.3,75,0.6,635,9.9,0,0,0,"2","0","1"
"4207",531,6,13.8,74,0.7,644,9.2,0.05,0,0,"2","0","1"
"4208",1250,7,14.4,66,1.1,704,8.1,0.42,0,0,"2","0","1"
"4209",1996,8,17.1,57,1.7,792,8.5,1.21,0,0,"2","0","1"
"4210",1121,9,19.5,44,1.3,995,6.9,1.88,0,0,"2","0","1"
"4211",819,10,21.4,30,2.5,1730,3,2.53,0,0,"2","0","1"
"4212",959,11,23.1,30,2.5,1896,4.5,3.01,0,0,"2","0","1"
"4213",1082,12,24.4,24,2.9,1811,2.5,3.28,0,0,"2","0","1"
"4214",1106,13,25.6,26,2.7,1747,4.6,3.36,0,0,"2","0","1"
"4215",1161,14,26,23,2.3,1923,3.2,2.92,0,0,"2","0","1"
"4216",1306,15,25.1,25,2.7,1959,3.6,2.2,0,0,"2","0","1"
"4217",1533,16,24.3,27,4.1,1892,4,1.78,0,0,"2","0","1"
"4218",2013,17,23.6,28,3.1,1844,4,1.26,0,0,"2","0","1"
"4220",2227,19,22,40,1.6,1658,7.7,0.47,0,0,"2","0","1"
"4221",1905,20,20.4,45,2,1457,8,0.06,0,0,"2","0","1"
"4222",1740,21,19.1,50,1.4,1378,8.4,0,0,0,"2","0","1"
"4223",1630,22,18.3,54,1.7,1394,8.8,0,0,0,"2","0","1"
"4224",1209,23,17.6,55,0.5,1362,8.4,0,0,0,"2","0","1"
"4225",987,0,17,59,1.1,1299,8.9,0,0,0,"2","0","1"
"4226",837,1,16.2,63,0.7,1328,9.1,0,0,0,"2","0","1"
"4227",572,2,15.8,66,0.6,1204,9.4,0,0,0,"2","0","1"
"4228",419,3,15.3,69,0.5,1103,9.6,0,0,0,"2","0","1"
"4229",232,4,14.8,73,0.5,994,9.9,0,0,0,"2","0","1"
"4230",198,5,14.4,73,0.4,978,9.6,0,0,0,"2","0","1"
"4231",299,6,14.2,72,0.6,947,9.2,0.04,0,0,"2","0","1"
"4232",503,7,15,64,0.6,902,8.2,0.46,0,0,"2","0","1"
"4233",763,8,17.8,52,0.6,1094,7.8,1.18,0,0,"2","0","1"
"4234",992,9,20.6,43,1.1,1104,7.5,1.84,0,0,"2","0","1"
"4235",1010,10,23.2,41,1.1,1440,9.2,2.45,0,0,"2","0","1"
"4236",1164,11,24.8,34,0.9,1439,7.8,2.92,0,0,"2","0","1"
"4237",1285,12,26.2,31,1.2,1161,7.7,3.18,0,0,"2","0","1"
"4238",1441,13,27.8,31,2,1326,9.1,3.29,0,0,"2","0","1"
"4239",1448,14,28.3,30,2.3,1025,9,3.14,0,0,"2","0","1"
"4240",1575,15,29.4,30,2,882,10,2.82,0,0,"2","0","1"
"4241",1690,16,29,31,2.9,889,10.1,2.26,0,0,"2","0","1"
"4242",1886,17,27.9,34,3.8,1259,10.5,1.73,0,0,"2","0","1"
"4243",2020,18,27,33,2.2,822,9.3,1.07,0,0,"2","0","1"
"4244",1985,19,24.9,46,3.1,1341,12.4,0.43,0,0,"2","0","1"
"4245",1909,20,22.3,50,2.7,1512,11.3,0.05,0,0,"2","0","1"
"4246",1851,21,21.7,58,1.3,1173,13,0,0,0,"2","0","1"
"4247",1683,22,21.2,60,1,1192,13.1,0,0,0,"2","0","1"
"4248",1330,23,20.7,63,0.8,1130,13.3,0,0,0,"2","0","1"
"4249",1089,0,20.1,65,1.6,1097,13.3,0,0,0,"2","0","1"
"4250",799,1,19.8,61,1.4,943,12,0,0,0,"2","0","1"
"4251",555,2,19,62,1.8,974,11.5,0,0,0,"2","0","1"
"4252",423,3,18.5,62,0.8,1073,11,0,0,0,"2","0","1"
"4253",208,4,17.9,59,1.3,1261,9.7,0,0,0,"2","0","1"
"4255",234,6,17.3,62,1.4,1293,9.9,0.03,0,0,"2","0","1"
"4257",608,8,18.3,51,2,1366,7.9,0.7,0,0,"2","0","1"
"4258",762,9,19.5,43,1.5,1548,0,1.02,0,0,"2","0","1"
"4259",821,10,21.6,33,2,1697,0,1.86,0,0,"2","0","1"
"4260",1004,11,22.3,33,1.8,1853,0,1.54,0,0,"2","0","1"
"4261",1404,12,23.4,38,2.8,1756,8.2,1.87,0,0,"2","0","1"
"4262",1579,13,24.3,37,2.3,1583,8.6,2.22,0,0,"2","0","1"
"4263",1730,14,24.2,36,4,1907,8.1,2.16,0,0,"2","0","1"
"4264",2019,15,23.9,37,2.6,1889,8.3,1.82,0,0,"2","0","1"
"4265",2242,16,24,36,1.6,1811,7.9,1.34,0,0,"2","0","1"
"4266",2307,17,23.5,32,3.2,1925,0,1.01,0,0,"2","0","1"
"4267",2267,18,23,36,2.8,1904,7.1,0.85,0,0,"2","0","1"
"4268",2207,19,21.7,38,2.1,1857,6.7,0.27,0,0,"2","0","1"
"4269",2044,20,20.6,41,2.3,1788,6.8,0.09,0,0,"2","0","1"
"4270",1729,21,19.5,46,1.8,1734,7.5,0,0,0,"2","0","1"
"4271",1374,22,18.6,50,1,1830,7.9,0,0,0,"2","0","1"
"4272",1071,23,17.9,53,1.9,1774,8.1,0,0,0,"2","0","1"
"4273",770,0,17.3,55,0.7,1741,8.1,0,0,0,"2","0","1"
"4274",440,1,16.7,60,0.8,1806,8.8,0,0,0,"2","0","1"
"4275",335,2,16.5,58,0.3,1759,8.1,0,0,0,"2","0","1"
"4276",185,3,17.1,56,0.4,1583,8.2,0,0,0,"2","0","1"
"4281",2194,8,19.5,50,0.7,1329,8.7,1.19,0,0,"2","0","1"
"4282",1131,9,21.7,48,1.1,1806,10.2,1.92,0,0,"2","0","1"
"4283",828,10,23.3,49,1.1,1881,11.9,2.46,0,0,"2","0","1"
"4284",986,11,25.1,45,0.9,1982,12.3,2.9,0,0,"2","0","1"
"4285",1139,12,26.3,44,1.8,2000,13,3.24,0,0,"2","0","1"
"4286",1124,13,27.7,39,1.9,1882,12.4,3.33,0,0,"2","0","1"
"4287",1128,14,28.7,36,2.6,1853,12.1,3.21,0,0,"2","0","1"
"4288",1258,15,28.4,43,3.1,900,14.6,2.28,0,0,"2","0","1"
"4289",1497,16,28.1,43,3.4,845,14.3,2.32,0,0,"2","0","1"
"4290",2060,17,26.9,45,3.5,990,13.9,1.64,0,0,"2","0","1"
"4293",2252,20,23,49,2.4,1905,11.7,0.07,0,0,"2","0","1"
"4294",2140,21,21.8,50,2.1,1950,10.9,0,0,0,"2","0","1"
"4295",1881,22,21.1,54,0.6,2000,11.4,0,0,0,"2","0","1"
"4296",1247,23,20.9,53,1.6,1712,10.9,0,0,0,"2","0","1"
"4297",841,0,20.6,54,2.6,1737,0,0,0,0,"2","0","1"
"4298",721,1,20.3,55,1.1,1756,0,0,0,0,"2","0","1"
"4299",466,2,20.2,56,2.3,1498,0,0,0,0,"2","0","1"
"4300",285,3,20,58,1.8,1279,11.4,0,0,0,"2","0","1"
"4301",204,4,19.8,60,1.9,1364,11.8,0,0,0,"2","0","1"
"4302",252,5,19.6,64,0.3,1483,12.5,0,0,0,"2","0","1"
"4303",625,6,19.5,64,0.4,1268,12.5,0.02,0,0,"2","0","1"
"4304",1427,7,19.9,63,1.1,934,12.6,0.24,0,0,"2","0","1"
"4305",2234,8,20.5,66,1.7,1062,13.9,0.34,0,0,"2","0","1"
"4306",1192,9,21,67,1.1,1012,14.6,0.54,0,0,"2","0","1"
"4307",893,10,21.6,68,1.6,980,15.4,0.83,0,0,"2","0","1"
"4308",949,11,23.1,63,2.6,949,15.6,1.68,0,0,"2","0","1"
"4309",1184,12,23.1,64,2.6,1250,15.9,1.35,0,0,"2","0","1"
"4310",1103,13,24.2,58,1.5,1030,15.4,1.66,0,0,"2","0","1"
"4311",1174,14,25.5,53,2,981,15.2,2.5,0,0,"2","0","1"
"4312",1234,15,25.7,56,1.8,1112,16.2,1.71,0,0,"2","0","1"
"4313",1592,16,23.6,66,4.2,1208,16.8,0.89,0,0,"2","0","1"
"4314",2022,17,23.9,65,1.9,1425,16.9,1.02,0,0,"2","0","1"
"4315",2154,18,23.1,68,2.9,1506,16.8,0.42,0,0,"2","0","1"
"4316",477,19,22.3,71,2.5,1268,16.7,0.14,0,0,"2","0","1"
"4317",422,20,20.1,88,2.2,572,18,0,1,0,"2","0","1"
"4318",1041,21,19.9,93,1.4,416,18.7,0,0,0,"2","0","1"
"4319",1121,22,19.9,85,1.7,559,17.2,0,0,0,"2","0","1"
"4320",742,23,19.5,89,1.7,304,17.6,0,0,0,"2","0","1"
"4321",507,0,19.1,84,1.6,540,16.3,0,0,0,"2","0","1"
"4322",570,1,18.8,84,0.5,488,16,0,0,0,"2","0","1"
"4323",422,2,18.7,83,0.6,469,15.7,0,0,0,"2","0","1"
"4324",238,3,18.4,86,0.6,360,16,0,0,0,"2","0","1"
"4325",167,4,18.3,84,0.9,409,15.5,0,0,0,"2","0","1"
"4326",239,5,18.4,84,0.6,352,15.6,0,0,0,"2","0","1"
"4327",505,6,18.6,84,0.7,316,15.8,0.01,0,0,"2","0","1"
"4328",1150,7,18.9,85,0.6,289,16.3,0.12,0,0,"2","0","1"
"4329",1937,8,19.3,83,0.6,394,16.3,0.23,0,0,"2","0","1"
"4330",1200,9,19.8,79,1.3,405,16,0.45,0,0,"2","0","1"
"4331",916,10,21.4,71,1.7,476,15.9,1.43,0,0,"2","0","1"
"4332",975,11,22.8,66,2.7,1270,16.1,2.76,0,0,"2","0","1"
"4333",1187,12,23.2,64,3,1305,16,2.08,0,0,"2","0","1"
"4334",1134,13,24,56,2.6,1282,14.6,2.94,0,0,"2","0","1"
"4335",1119,14,24.3,58,2.9,1211,15.5,2.92,0,0,"2","0","1"
"4336",1280,15,24.3,52,3,1447,13.8,2.55,0,0,"2","0","1"
"4337",1571,16,24.7,47,3,1594,12.6,2.44,0,0,"2","0","1"
"4338",2166,17,24.1,41,2.2,1980,10,1.9,0,0,"2","0","1"
"4341",2224,20,19.1,64,2.6,1530,12.1,0.06,0,0,"2","0","1"
"4342",2074,21,18.2,69,2,1286,12.4,0,0,0,"2","0","1"
"4343",1732,22,17.3,76,1.7,801,13,0,0,0,"2","0","1"
"4344",1158,23,16.4,80,1.5,642,12.9,0,0,0,"2","0","1"
"4345",844,0,15.8,82,1.6,546,12.7,0,0,0,"2","0","1"
"4346",610,1,15.5,82,1.5,513,12.4,0,0,0,"2","0","1"
"4347",470,2,15.2,84,0.7,485,12.5,0,0,0,"2","0","1"
"4348",328,3,15,84,1.3,473,12.3,0,0,0,"2","0","1"
"4349",188,4,14.8,85,0.7,478,12.2,0,0,0,"2","0","1"
"4350",265,5,14.4,82,1.2,708,11.3,0,0,0,"2","0","1"
"4351",646,6,14.3,82,0.7,653,11.2,0.05,0,0,"2","0","1"
"4352",1401,7,14.9,71,0.9,651,9.6,0.47,0,0,"2","0","1"
"4353",2281,8,16.9,65,1.6,896,10.2,1.21,0,0,"2","0","1"
"4354",1277,9,18.8,59,1.6,1233,10.6,1.9,0,0,"2","0","1"
"4355",936,10,20.8,54,1.2,1129,11.1,2.45,0,0,"2","0","1"
"4356",979,11,22,54,2.7,1189,12.2,2.89,0,0,"2","0","1"
"4357",1134,12,23.7,44,1.3,1624,10.7,3.2,0,0,"2","0","1"
"4358",1151,13,25,47,2.5,1120,12.8,3.34,0,0,"2","0","1"
"4359",1164,14,25.9,43,2.7,1493,12.3,2.97,0,0,"2","0","1"
"4360",1280,15,26.9,37,2.7,1850,10.9,2.9,0,0,"2","0","1"
"4361",1550,16,27.3,38,2.9,1784,11.7,2.41,0,0,"2","0","1"
"4362",2047,17,27.2,42,2.9,1828,13.1,1.79,0,0,"2","0","1"
"4365",2164,20,23.1,58,2.9,1950,14.3,0.06,0,0,"2","0","1"
"4366",2070,21,21.9,60,2.5,1551,13.7,0,0,0,"2","0","1"
"4367",1900,22,21.1,59,2.1,1874,12.7,0,0,0,"2","0","1"
"4368",1343,23,20.5,62,2.2,1903,12.9,0,0,0,"2","0","1"
"4369",963,0,20.1,63,1.1,1698,12.8,0,0,0,"3","0","1"
"4370",776,1,19.5,65,0.4,1662,12.7,0,0,0,"3","0","1"
"4371",554,2,19,72,1.4,1258,13.8,0,0,0,"3","0","1"
"4372",366,3,18.6,72,1.4,1340,13.4,0,0,0,"3","0","1"
"4373",265,4,18.1,76,1.8,561,13.7,0,0,0,"3","0","1"
"4374",306,5,17.8,75,1,1210,13.3,0,0,0,"3","0","1"
"4375",672,6,17.5,76,1.2,1161,13.2,0.05,0,0,"3","0","1"
